Frame,Time,WRUX,WRUY,WRUZ,WRRX,WRRY,WRRZ,FARX,FARY,FARZ,FAUX,FAUY,FAUZ,CMC1X,CMC1Y,CMC1Z,CMC2X,CMC2Y,CMC2Z,CMC5X,CMC5Y,CMC5Z,MCP1X,MCP1Y,MCP1Z,MCP2X,MCP2Y,MCP2Z,MCP3X,MCP3Y,MCP3Z,MCP4X,MCP4Y,MCP4Z,MCP5X,MCP5Y,MCP5Z,IPX,IPY,IPZ,FT1X,FT1Y,FT1Z,PIP2X,PIP2Y,PIP2Z,DIP2X,DIP2Y,DIP2Z,FT2X,FT2Y,FT2Z,PIP3X,PIP3Y,PIP3Z,DIP3X,DIP3Y,DIP3Z,FT3X,FT3Y,FT3Z,PIP4X,PIP4Y,PIP4Z,DIP4X,DIP4Y,DIP4Z,FT4X,FT4Y,FT4Z,PIP5X,PIP5Y,PIP5Z,DIP5X,DIP5Y,DIP5Z,FT5X,FT5Y,FT5Z
32,0.20667,501.557,-11.341,-60.071,452.631,-7.654,-59.679,464.962,4.838,-16.335,508.106,1.005,-7.414,428.875,-28.614,-93.082,462.167,4.138,-102.455,502.289,-10.29,-102.396,418.638,-25.366,-129.02,455.832,20.106,-144.624,483.326,16.381,-144.218,499.543,5.064,-137.085,513.643,-8.104,-132.733,418.06,-33.279,-167.032,428.927,-38.969,-186.695,458.685,1.721,-199.559,453.919,-27.368,-213.783,451.844,-42.025,-216.188,492.099,4.896,-199.925,483.108,-23.155,-221.931,479.56,-39.594,-227.718,513.565,-5.455,-185.169,505.08,-29.392,-211.406,493.963,-40.04,-221.902,527.866,-20.601,-174.268,521.023,-34.27,-194.368,513.274,-40.098,-202.38
33,0.21333,501.559,-11.336,-60.077,452.636,-7.655,-59.686,464.966,4.84,-16.342,508.101,1.01,-7.413,428.872,-28.62,-93.075,462.179,4.136,-102.458,502.287,-10.297,-102.388,418.649,-25.363,-129.015,455.835,20.121,-144.616,483.329,16.384,-144.223,499.548,5.061,-137.104,513.655,-8.118,-132.728,418.059,-33.268,-167.023,428.922,-38.967,-186.692,458.697,1.712,-199.559,453.922,-27.381,-213.78,451.849,-42.02,-216.19,492.099,4.911,-199.927,483.115,-23.162,-221.923,479.557,-39.594,-227.712,513.562,-5.457,-185.158,505.089,-29.395,-211.42,493.988,-40.017,-221.915,527.867,-20.604,-174.274,521.01,-34.273,-194.355,513.262,-40.1,-202.369
34,0.22,501.557,-11.337,-60.072,452.626,-7.658,-59.676,464.965,4.846,-16.337,508.113,1.015,-7.415,428.858,-28.611,-93.081,462.173,4.136,-102.459,502.287,-10.297,-102.392,418.651,-25.375,-129.009,455.84,20.122,-144.617,483.324,16.382,-144.219,499.546,5.066,-137.087,513.653,-8.125,-132.73,418.063,-33.277,-167.026,428.926,-38.958,-186.691,458.706,1.716,-199.555,453.922,-27.38,-213.776,451.838,-42.022,-216.187,492.095,4.903,-199.923,483.123,-23.173,-221.938,479.561,-39.601,-227.702,513.572,-5.458,-185.167,505.076,-29.398,-211.407,493.977,-40.031,-221.908,527.87,-20.597,-174.267,521.026,-34.27,-194.366,513.263,-40.105,-202.38
35,0.22667,501.56,-11.338,-60.07,452.63,-7.654,-59.674,464.962,4.838,-16.336,508.095,1.01,-7.411,428.865,-28.617,-93.081,462.176,4.131,-102.452,502.285,-10.293,-102.388,418.651,-25.373,-129.001,455.688,20.024,-144.6,483.333,16.379,-144.222,499.563,5.076,-137.109,513.657,-8.125,-132.727,418.057,-33.277,-167.024,428.928,-38.959,-186.69,458.702,1.71,-199.554,453.921,-27.375,-213.773,451.846,-42.027,-216.192,492.095,4.906,-199.918,483.115,-23.167,-221.928,479.567,-39.596,-227.712,513.552,-5.461,-185.161,505.064,-29.405,-211.399,493.984,-40.023,-221.912,527.866,-20.61,-174.261,521.026,-34.265,-194.356,513.261,-40.1,-202.367
36,0.23333,501.554,-11.335,-60.065,452.63,-7.659,-59.674,464.963,4.84,-16.332,508.105,1.017,-7.407,428.87,-28.622,-93.07,462.165,4.125,-102.448,502.275,-10.294,-102.385,418.649,-25.38,-129,455.685,20.022,-144.598,483.32,16.38,-144.213,499.544,5.053,-137.112,513.651,-8.119,-132.728,418.053,-33.284,-167.021,428.928,-38.97,-186.692,458.697,1.712,-199.552,453.931,-27.377,-213.775,451.847,-42.025,-216.178,492.093,4.899,-199.91,483.11,-23.159,-221.922,479.566,-39.59,-227.712,513.559,-5.452,-185.17,505.075,-29.39,-211.41,493.973,-40.029,-221.907,527.854,-20.6,-174.259,521.024,-34.257,-194.364,513.272,-40.1,-202.369
37,0.24,501.562,-11.337,-60.072,452.631,-7.664,-59.678,464.963,4.852,-16.331,508.098,1.013,-7.412,428.863,-28.616,-93.07,462.172,4.139,-102.444,502.279,-10.289,-102.391,418.646,-25.372,-129.006,455.839,20.126,-144.607,483.327,16.38,-144.219,499.539,5.052,-137.094,513.632,-8.109,-132.726,418.058,-33.28,-167.019,428.92,-38.962,-186.695,458.707,1.715,-199.55,453.917,-27.397,-213.773,451.851,-42.029,-216.193,492.088,4.906,-199.909,483.12,-23.186,-221.933,479.56,-39.588,-227.705,513.565,-5.455,-185.166,505.065,-29.407,-211.399,493.983,-40.024,-221.905,527.861,-20.599,-174.263,521,-34.279,-194.358,513.269,-40.1,-202.368
38,0.24667,501.561,-11.339,-60.073,452.626,-7.659,-59.677,464.958,4.839,-16.334,508.096,1.006,-7.41,428.87,-28.612,-93.06,462.167,4.133,-102.444,502.279,-10.291,-102.384,418.647,-25.386,-128.998,455.835,20.118,-144.614,483.321,16.379,-144.213,499.536,5.061,-137.087,513.642,-8.131,-132.73,418.057,-33.287,-167.019,428.928,-38.97,-186.695,458.694,1.706,-199.546,453.927,-27.372,-213.78,451.836,-42.022,-216.187,492.093,4.904,-199.912,483.125,-23.182,-221.938,479.553,-39.609,-227.7,513.555,-5.454,-185.16,505.075,-29.394,-211.407,493.975,-40.025,-221.905,527.864,-20.598,-174.261,521,-34.274,-194.346,513.241,-40.111,-202.362
39,0.25333,501.553,-11.342,-60.07,452.626,-7.664,-59.675,464.962,4.841,-16.335,508.102,1.017,-7.405,428.864,-28.623,-93.071,462.157,4.131,-102.444,502.278,-10.296,-102.394,418.642,-25.368,-128.997,455.827,20.123,-144.61,483.32,16.378,-144.212,499.528,5.047,-137.092,513.628,-8.112,-132.722,418.054,-33.291,-167.017,428.926,-38.97,-186.695,458.692,1.71,-199.549,453.923,-27.377,-213.774,451.848,-42.025,-216.18,492.073,4.901,-199.905,483.101,-23.166,-221.921,479.559,-39.599,-227.706,513.559,-5.458,-185.169,505.071,-29.394,-211.405,493.972,-40.019,-221.9,527.852,-20.603,-174.264,521,-34.276,-194.358,513.263,-40.096,-202.368
40,0.26,501.555,-11.338,-60.075,452.626,-7.664,-59.674,464.955,4.832,-16.336,508.088,1.003,-7.408,428.863,-28.621,-93.07,462.163,4.125,-102.453,502.271,-10.292,-102.387,418.631,-25.375,-129.01,455.691,20.016,-144.604,483.313,16.381,-144.212,499.537,5.064,-137.101,513.645,-8.119,-132.728,418.052,-33.286,-167.024,428.917,-38.968,-186.692,458.687,1.71,-199.548,453.93,-27.37,-213.778,451.843,-42.026,-216.189,492.092,4.903,-199.915,483.11,-23.175,-221.929,479.562,-39.6,-227.71,513.563,-5.447,-185.156,505.06,-29.4,-211.404,493.962,-40.031,-221.896,527.843,-20.604,-174.265,520.995,-34.271,-194.348,513.246,-40.114,-202.359
41,0.26667,501.549,-11.341,-60.064,452.62,-7.658,-59.671,464.949,4.822,-16.337,508.094,1.009,-7.403,428.85,-28.624,-93.073,462.151,4.126,-102.45,502.272,-10.286,-102.394,418.633,-25.379,-129.009,455.826,20.118,-144.61,483.314,16.378,-144.215,499.524,5.043,-137.09,513.623,-8.112,-132.721,418.041,-33.282,-167.021,428.926,-38.974,-186.69,458.693,1.711,-199.547,453.92,-27.372,-213.783,451.84,-42.029,-216.188,492.079,4.906,-199.911,483.097,-23.18,-221.929,479.552,-39.6,-227.708,513.545,-5.449,-185.162,505.063,-29.402,-211.397,493.968,-40.03,-221.9,527.854,-20.596,-174.273,521.007,-34.273,-194.359,513.259,-40.104,-202.368
42,0.27333,501.548,-11.344,-60.074,452.62,-7.66,-59.674,464.95,4.83,-16.332,508.091,1.004,-7.407,428.859,-28.627,-93.068,462.162,4.134,-102.458,502.276,-10.288,-102.391,418.635,-25.385,-128.999,455.687,20.016,-144.598,483.31,16.378,-144.212,499.541,5.067,-137.11,513.625,-8.106,-132.729,418.052,-33.283,-167.021,428.927,-38.968,-186.699,458.687,1.699,-199.546,453.927,-27.373,-213.778,451.835,-42.034,-216.187,492.083,4.898,-199.917,483.11,-23.181,-221.942,479.545,-39.6,-227.704,513.553,-5.452,-185.157,505.064,-29.398,-211.408,493.949,-40.042,-221.893,527.848,-20.615,-174.262,521.006,-34.265,-194.357,513.261,-40.102,-202.372
43,0.28,501.547,-11.332,-60.074,452.627,-7.662,-59.675,464.946,4.821,-16.332,508.095,1.004,-7.404,428.876,-28.629,-93.067,462.153,4.126,-102.453,502.268,-10.29,-102.392,418.644,-25.391,-128.998,455.818,20.117,-144.611,483.316,16.38,-144.218,499.519,5.056,-137.077,513.616,-8.113,-132.727,418.05,-33.284,-167.022,428.913,-38.963,-186.699,458.692,1.708,-199.548,453.925,-27.377,-213.781,451.832,-42.012,-216.189,492.086,4.906,-199.908,483.112,-23.184,-221.941,479.546,-39.609,-227.706,513.556,-5.444,-185.167,505.059,-29.402,-211.41,493.97,-40.026,-221.898,527.857,-20.593,-174.272,520.986,-34.272,-194.347,513.263,-40.096,-202.375
44,0.28667,501.552,-11.34,-60.071,452.631,-7.669,-59.673,464.947,4.815,-16.334,508.088,1.002,-7.402,428.859,-28.628,-93.076,462.155,4.13,-102.455,502.27,-10.288,-102.397,418.643,-25.39,-128.997,455.822,20.117,-144.618,483.313,16.372,-144.214,499.522,5.051,-137.085,513.62,-8.113,-132.729,418.045,-33.28,-167.028,428.918,-38.972,-186.695,458.705,1.713,-199.546,453.92,-27.381,-213.776,451.846,-42.034,-216.196,492.09,4.898,-199.913,483.105,-23.176,-221.93,479.554,-39.602,-227.709,513.559,-5.446,-185.172,505.068,-29.395,-211.41,493.967,-40.039,-221.895,527.849,-20.605,-174.264,521.007,-34.26,-194.364,513.248,-40.107,-202.372
45,0.29333,501.546,-11.336,-60.069,452.632,-7.665,-59.678,464.951,4.822,-16.333,508.095,1.007,-7.404,428.869,-28.622,-93.075,462.163,4.128,-102.45,502.286,-10.292,-102.398,418.637,-25.384,-129.013,455.847,20.123,-144.617,483.316,16.376,-144.219,499.524,5.041,-137.087,513.653,-8.119,-132.73,418.055,-33.29,-167.023,428.932,-38.967,-186.695,458.702,1.71,-199.558,453.928,-27.376,-213.779,451.84,-42.013,-216.185,492.101,4.894,-199.923,483.113,-23.175,-221.92,479.566,-39.581,-227.711,513.555,-5.451,-185.171,505.072,-29.399,-211.413,493.958,-40.047,-221.903,527.855,-20.6,-174.267,521.019,-34.263,-194.365,513.258,-40.104,-202.37
46,0.3,501.55,-11.352,-60.067,452.632,-7.665,-59.679,464.961,4.816,-16.332,508.091,0.997,-7.405,428.872,-28.624,-93.075,462.172,4.13,-102.458,502.291,-10.291,-102.4,418.651,-25.378,-129.008,455.688,20.014,-144.615,483.33,16.374,-144.223,499.548,5.055,-137.113,513.644,-8.122,-132.731,418.049,-33.283,-167.027,428.931,-38.965,-186.701,458.717,1.705,-199.556,453.93,-27.373,-213.78,451.855,-42.034,-216.19,492.1,4.898,-199.921,483.126,-23.183,-221.944,479.55,-39.612,-227.707,513.561,-5.449,-185.172,505.08,-29.407,-211.41,493.968,-40.029,-221.906,527.869,-20.605,-174.28,521.008,-34.274,-194.357,513.268,-40.102,-202.379
47,0.30667,501.562,-11.344,-60.068,452.634,-7.661,-59.681,464.964,4.819,-16.338,508.089,0.994,-7.405,428.867,-28.615,-93.077,462.177,4.126,-102.459,502.293,-10.286,-102.395,418.643,-25.37,-129.02,455.701,20.018,-144.612,483.336,16.376,-144.219,499.542,5.047,-137.113,513.647,-8.135,-132.734,418.052,-33.28,-167.026,428.928,-38.956,-186.707,458.715,1.71,-199.552,453.945,-27.378,-213.787,451.841,-42.012,-216.191,492.107,4.893,-199.922,483.121,-23.184,-221.933,479.559,-39.609,-227.706,513.564,-5.454,-185.166,505.066,-29.398,-211.409,493.954,-40.046,-221.898,527.859,-20.612,-174.275,521.018,-34.266,-194.366,513.268,-40.106,-202.38
48,0.31333,501.552,-11.351,-60.066,452.646,-7.659,-59.683,464.962,4.818,-16.343,508.089,0.993,-7.405,428.864,-28.613,-93.086,462.18,4.125,-102.46,502.293,-10.303,-102.399,418.654,-25.364,-129.015,455.847,20.117,-144.624,483.337,16.375,-144.226,499.547,5.039,-137.091,513.634,-8.124,-132.732,418.066,-33.282,-167.025,428.933,-38.962,-186.703,458.727,1.704,-199.559,453.936,-27.387,-213.778,451.854,-42.033,-216.186,492.113,4.887,-199.917,483.119,-23.181,-221.934,479.559,-39.604,-227.705,513.586,-5.442,-185.168,505.071,-29.397,-211.409,493.969,-40.039,-221.905,527.877,-20.596,-174.278,521.025,-34.268,-194.37,513.267,-40.106,-202.379
49,0.32,501.563,-11.349,-60.069,452.641,-7.654,-59.687,464.959,4.814,-16.333,508.087,0.984,-7.401,428.869,-28.62,-93.084,462.184,4.127,-102.46,502.288,-10.309,-102.39,418.662,-25.376,-129.018,455.866,20.118,-144.621,483.347,16.374,-144.223,499.554,5.058,-137.089,513.661,-8.134,-132.735,418.071,-33.272,-167.035,428.941,-38.967,-186.7,458.733,1.706,-199.56,453.944,-27.382,-213.783,451.853,-42.029,-216.187,492.114,4.905,-199.93,483.133,-23.18,-221.935,479.562,-39.605,-227.704,513.58,-5.451,-185.164,505.067,-29.406,-211.409,493.965,-40.053,-221.91,527.89,-20.606,-174.282,521.029,-34.27,-194.363,513.258,-40.111,-202.367
50,0.32667,501.557,-11.354,-60.07,452.648,-7.655,-59.685,464.951,4.814,-16.325,508.095,0.984,-7.401,428.867,-28.612,-93.085,462.184,4.127,-102.466,502.291,-10.307,-102.403,418.662,-25.375,-129.014,455.72,20.017,-144.611,483.348,16.374,-144.225,499.563,5.049,-137.119,513.662,-8.136,-132.727,418.069,-33.281,-167.032,428.938,-38.955,-186.704,458.738,1.704,-199.558,453.949,-27.373,-213.777,451.85,-42.01,-216.186,492.114,4.892,-199.918,483.137,-23.189,-221.939,479.556,-39.605,-227.697,513.566,-5.457,-185.181,505.074,-29.413,-211.41,493.947,-40.056,-221.894,527.883,-20.61,-174.279,521.034,-34.265,-194.366,513.253,-40.113,-202.366
51,0.33333,501.56,-11.349,-60.065,452.647,-7.659,-59.684,464.957,4.81,-16.332,508.09,0.987,-7.405,428.862,-28.603,-93.082,462.182,4.12,-102.463,502.3,-10.292,-102.399,418.663,-25.37,-129.016,455.722,20.022,-144.617,483.344,16.371,-144.223,499.562,5.056,-137.116,513.659,-8.134,-132.731,418.064,-33.281,-167.032,428.93,-38.965,-186.701,458.747,1.704,-199.556,453.963,-27.378,-213.774,451.842,-42.009,-216.188,492.126,4.891,-199.92,483.135,-23.173,-221.928,479.552,-39.604,-227.7,513.567,-5.46,-185.171,505.074,-29.398,-211.406,493.966,-40.04,-221.905,527.876,-20.613,-174.267,521.018,-34.267,-194.367,513.261,-40.111,-202.369
52,0.34,501.553,-11.347,-60.064,452.632,-7.659,-59.686,464.965,4.823,-16.341,508.086,0.992,-7.4,428.873,-28.612,-93.079,462.178,4.136,-102.455,502.295,-10.306,-102.4,418.667,-25.372,-129.018,455.733,20.024,-144.619,483.342,16.371,-144.221,499.563,5.055,-137.121,513.645,-8.137,-132.729,418.065,-33.276,-167.031,428.934,-38.961,-186.709,458.743,1.699,-199.559,453.962,-27.374,-213.784,451.852,-42.029,-216.187,492.116,4.893,-199.923,483.137,-23.185,-221.932,479.559,-39.602,-227.704,513.572,-5.458,-185.167,505.081,-29.402,-211.415,493.96,-40.041,-221.907,527.865,-20.606,-174.268,521.024,-34.269,-194.364,513.262,-40.117,-202.369
53,0.34667,501.549,-11.35,-60.067,452.628,-7.661,-59.686,464.945,4.807,-16.332,508.08,0.988,-7.398,428.865,-28.606,-93.088,462.182,4.132,-102.461,502.281,-10.301,-102.394,418.657,-25.373,-129.018,455.859,20.113,-144.622,483.338,16.374,-144.221,499.545,5.054,-137.096,513.657,-8.126,-132.73,418.065,-33.282,-167.033,428.927,-38.964,-186.706,458.75,1.705,-199.561,453.963,-27.374,-213.785,451.855,-42.022,-216.19,492.111,4.888,-199.917,483.132,-23.179,-221.931,479.563,-39.604,-227.697,513.584,-5.455,-185.175,505.076,-29.405,-211.408,493.98,-40.027,-221.903,527.867,-20.618,-174.268,521.016,-34.271,-194.363,513.269,-40.108,-202.376
54,0.35333,501.551,-11.342,-60.066,452.629,-7.658,-59.676,464.941,4.81,-16.328,508.084,0.99,-7.402,428.873,-28.616,-93.078,462.186,4.137,-102.467,502.282,-10.298,-102.394,418.66,-25.376,-129.013,455.859,20.122,-144.621,483.348,16.373,-144.221,499.554,5.05,-137.087,513.655,-8.132,-132.727,418.067,-33.278,-167.033,428.927,-38.968,-186.708,458.756,1.707,-199.563,453.964,-27.372,-213.784,451.874,-42.021,-216.192,492.128,4.882,-199.92,483.134,-23.182,-221.931,479.565,-39.603,-227.706,513.577,-5.451,-185.175,505.077,-29.392,-211.41,493.968,-40.033,-221.9,527.873,-20.605,-174.272,521.039,-34.279,-194.365,513.283,-40.099,-202.376
55,0.36,501.552,-11.345,-60.059,452.632,-7.657,-59.685,464.933,4.808,-16.326,508.077,0.998,-7.389,428.873,-28.612,-93.086,462.179,4.13,-102.463,502.294,-10.299,-102.402,418.658,-25.375,-129.017,455.88,20.13,-144.632,483.345,16.375,-144.22,499.552,5.054,-137.092,513.656,-8.134,-132.73,418.061,-33.282,-167.028,428.933,-38.961,-186.71,458.762,1.701,-199.564,453.962,-27.377,-213.784,451.877,-42.032,-216.196,492.13,4.886,-199.922,483.141,-23.188,-221.93,479.563,-39.593,-227.701,513.578,-5.452,-185.165,505.092,-29.406,-211.416,493.957,-40.043,-221.896,527.88,-20.607,-174.268,521.012,-34.276,-194.351,513.273,-40.105,-202.376
56,0.36667,501.551,-11.349,-60.063,452.623,-7.662,-59.686,464.937,4.817,-16.329,508.076,0.99,-7.395,428.869,-28.614,-93.086,462.18,4.129,-102.46,502.291,-10.299,-102.401,418.653,-25.373,-129.024,455.868,20.126,-144.622,483.349,16.372,-144.218,499.561,5.047,-137.093,513.646,-8.116,-132.73,418.065,-33.273,-167.034,428.927,-38.965,-186.714,458.76,1.704,-199.564,453.975,-27.372,-213.786,451.865,-42.025,-216.188,492.126,4.892,-199.919,483.134,-23.192,-221.937,479.561,-39.594,-227.705,513.58,-5.465,-185.163,505.073,-29.403,-211.405,493.977,-40.039,-221.903,527.878,-20.618,-174.276,521.024,-34.281,-194.355,513.277,-40.101,-202.374
57,0.37333,501.552,-11.345,-60.057,452.627,-7.655,-59.686,464.932,4.811,-16.332,508.076,0.987,-7.396,428.864,-28.607,-93.087,462.191,4.136,-102.461,502.294,-10.294,-102.392,418.669,-25.365,-129.019,455.726,20.022,-144.621,483.35,16.372,-144.221,499.573,5.057,-137.113,513.657,-8.13,-132.722,418.084,-33.29,-167.043,428.937,-38.968,-186.711,458.768,1.706,-199.564,453.966,-27.377,-213.786,451.873,-42.029,-216.2,492.124,4.896,-199.916,483.137,-23.166,-221.932,479.574,-39.593,-227.699,513.58,-5.459,-185.164,505.093,-29.401,-211.42,493.962,-40.048,-221.898,527.889,-20.606,-174.272,521.026,-34.28,-194.362,513.259,-40.108,-202.364
58,0.38,501.551,-11.346,-60.06,452.633,-7.654,-59.684,464.933,4.818,-16.33,508.084,0.993,-7.402,428.872,-28.609,-93.084,462.192,4.133,-102.467,502.29,-10.309,-102.394,418.666,-25.375,-129.021,455.857,20.122,-144.624,483.352,16.373,-144.22,499.563,5.058,-137.091,513.667,-8.128,-132.72,418.069,-33.28,-167.043,428.94,-38.966,-186.708,458.771,1.702,-199.566,453.977,-27.372,-213.785,451.875,-42.028,-216.202,492.136,4.89,-199.916,483.144,-23.185,-221.934,479.558,-39.594,-227.699,513.588,-5.453,-185.165,505.083,-29.402,-211.41,493.952,-40.053,-221.898,527.877,-20.615,-174.268,521.026,-34.274,-194.354,513.271,-40.106,-202.365
59,0.38667,501.545,-11.35,-60.061,452.628,-7.653,-59.697,464.929,4.812,-16.331,508.07,0.992,-7.39,428.871,-28.613,-93.09,462.189,4.135,-102.461,502.296,-10.305,-102.394,418.665,-25.361,-129.017,455.732,20.03,-144.619,483.363,16.369,-144.22,499.573,5.049,-137.111,513.657,-8.142,-132.726,418.067,-33.282,-167.038,428.942,-38.969,-186.713,458.78,1.705,-199.569,453.976,-27.364,-213.783,451.872,-42.027,-216.199,492.127,4.897,-199.921,483.142,-23.185,-221.939,479.57,-39.604,-227.694,513.58,-5.467,-185.164,505.087,-29.412,-211.403,493.964,-40.047,-221.894,527.886,-20.609,-174.276,521.021,-34.28,-194.351,513.272,-40.104,-202.368
60,0.39333,501.546,-11.353,-60.06,452.639,-7.65,-59.686,464.928,4.812,-16.334,508.071,0.992,-7.391,428.878,-28.6,-93.089,462.185,4.132,-102.462,502.295,-10.292,-102.391,418.663,-25.376,-129.025,455.873,20.126,-144.624,483.355,16.378,-144.221,499.566,5.055,-137.086,513.665,-8.129,-132.718,418.071,-33.267,-167.046,428.944,-38.972,-186.712,458.776,1.705,-199.561,453.984,-27.368,-213.784,451.873,-42.024,-216.198,492.141,4.892,-199.919,483.145,-23.184,-221.923,479.567,-39.596,-227.701,513.586,-5.457,-185.162,505.087,-29.398,-211.415,493.974,-40.033,-221.902,527.886,-20.614,-174.262,521.019,-34.282,-194.351,513.272,-40.097,-202.367
61,0.4,501.537,-11.345,-60.061,452.628,-7.656,-59.684,464.932,4.816,-16.327,508.06,0.988,-7.381,428.879,-28.607,-93.084,462.186,4.132,-102.456,502.298,-10.301,-102.389,418.669,-25.37,-129.027,455.875,20.131,-144.62,483.381,16.407,-144.217,499.577,5.06,-137.101,513.661,-8.135,-132.722,418.069,-33.284,-167.041,428.939,-38.96,-186.711,458.779,1.709,-199.562,453.974,-27.365,-213.772,451.868,-42.019,-216.193,492.137,4.898,-199.916,483.149,-23.184,-221.932,479.575,-39.597,-227.701,513.585,-5.46,-185.164,505.089,-29.407,-211.403,493.968,-40.048,-221.901,527.88,-20.618,-174.266,521.029,-34.27,-194.354,513.274,-40.103,-202.366
62,0.40667,501.545,-11.347,-60.061,452.635,-7.649,-59.689,464.925,4.82,-16.327,508.058,0.993,-7.379,428.867,-28.603,-93.085,462.193,4.141,-102.459,502.295,-10.289,-102.392,418.67,-25.372,-129.019,455.742,20.028,-144.615,483.359,16.374,-144.22,499.57,5.059,-137.103,513.652,-8.145,-132.723,418.081,-33.271,-167.039,428.948,-38.963,-186.708,458.785,1.714,-199.562,453.974,-27.364,-213.784,451.87,-42.021,-216.192,492.137,4.897,-199.917,483.154,-23.18,-221.937,479.569,-39.6,-227.7,513.583,-5.456,-185.165,505.084,-29.411,-211.406,493.981,-40.028,-221.901,527.876,-20.621,-174.263,521.029,-34.276,-194.349,513.272,-40.104,-202.364
63,0.41333,501.547,-11.349,-60.046,452.624,-7.652,-59.692,464.919,4.821,-16.324,508.057,0.997,-7.381,428.871,-28.607,-93.082,462.181,4.134,-102.46,502.286,-10.297,-102.383,418.676,-25.36,-129.018,455.88,20.126,-144.628,483.361,16.373,-144.224,499.565,5.044,-137.085,513.665,-8.139,-132.713,418.078,-33.273,-167.037,428.938,-38.966,-186.715,458.77,1.712,-199.562,453.975,-27.371,-213.781,451.875,-42.015,-216.192,492.135,4.898,-199.917,483.146,-23.171,-221.933,479.558,-39.592,-227.688,513.575,-5.464,-185.145,505.08,-29.396,-211.402,493.965,-40.035,-221.892,527.882,-20.619,-174.255,521.014,-34.281,-194.345,513.275,-40.099,-202.367
64,0.42,501.537,-11.347,-60.047,452.619,-7.649,-59.69,464.922,4.82,-16.328,508.052,0.991,-7.379,428.869,-28.599,-93.091,462.189,4.14,-102.46,502.29,-10.295,-102.388,418.665,-25.362,-129.013,455.899,20.145,-144.626,483.363,16.373,-144.216,499.567,5.051,-137.08,513.659,-8.137,-132.714,418.079,-33.281,-167.038,428.938,-38.956,-186.709,458.774,1.706,-199.561,453.976,-27.353,-213.779,451.874,-42.023,-216.196,492.136,4.892,-199.914,483.158,-23.166,-221.933,479.573,-39.592,-227.69,513.588,-5.458,-185.165,505.079,-29.412,-211.401,493.967,-40.048,-221.89,527.882,-20.613,-174.262,521.029,-34.28,-194.352,513.271,-40.11,-202.364
65,0.42667,501.536,-11.358,-60.051,452.628,-7.648,-59.692,464.922,4.819,-16.328,508.049,0.993,-7.378,428.873,-28.6,-93.086,462.185,4.135,-102.452,502.294,-10.292,-102.385,418.671,-25.369,-129.024,455.758,20.028,-144.619,483.362,16.377,-144.217,499.583,5.054,-137.104,513.666,-8.142,-132.714,418.079,-33.266,-167.039,428.949,-38.96,-186.717,458.778,1.709,-199.555,453.98,-27.363,-213.778,451.869,-42.021,-216.189,492.138,4.891,-199.912,483.143,-23.178,-221.93,479.569,-39.595,-227.696,513.58,-5.469,-185.153,505.096,-29.418,-211.404,493.984,-40.029,-221.903,527.876,-20.621,-174.256,521.012,-34.288,-194.342,513.267,-40.109,-202.357
66,0.43333,501.549,-11.353,-60.048,452.621,-7.654,-59.686,464.917,4.817,-16.326,508.049,0.989,-7.373,428.879,-28.596,-93.088,462.184,4.136,-102.458,502.298,-10.307,-102.385,418.67,-25.368,-129.022,455.887,20.131,-144.619,483.37,16.374,-144.218,499.569,5.045,-137.079,513.675,-8.14,-132.717,418.075,-33.262,-167.039,428.946,-38.97,-186.708,458.787,1.709,-199.558,453.983,-27.367,-213.78,451.877,-42.027,-216.194,492.144,4.896,-199.906,483.156,-23.173,-221.93,479.574,-39.6,-227.704,513.574,-5.476,-185.157,505.111,-29.409,-211.405,493.996,-40.025,-221.9,527.878,-20.617,-174.256,521.021,-34.278,-194.339,513.263,-40.109,-202.357
67,0.44,501.533,-11.348,-60.044,452.623,-7.649,-59.689,464.918,4.814,-16.323,508.051,0.995,-7.371,428.87,-28.588,-93.09,462.19,4.131,-102.458,502.304,-10.297,-102.38,418.672,-25.359,-129.029,455.896,20.134,-144.624,483.375,16.375,-144.214,499.57,5.052,-137.072,513.674,-8.137,-132.71,418.081,-33.26,-167.042,428.964,-38.964,-186.715,458.783,1.712,-199.554,453.983,-27.36,-213.778,451.872,-42.025,-216.19,492.149,4.894,-199.904,483.163,-23.179,-221.929,479.576,-39.583,-227.688,513.595,-5.456,-185.152,505.097,-29.407,-211.392,493.961,-40.056,-221.886,527.896,-20.613,-174.259,521.018,-34.278,-194.339,513.277,-40.096,-202.362
68,0.44667,501.541,-11.352,-60.044,452.631,-7.64,-59.686,464.912,4.814,-16.321,508.045,1.001,-7.364,428.871,-28.592,-93.091,462.189,4.133,-102.46,502.303,-10.3,-102.384,418.68,-25.359,-129.022,455.909,20.146,-144.619,483.38,16.373,-144.219,499.575,5.042,-137.072,513.665,-8.143,-132.71,418.092,-33.275,-167.04,428.959,-38.955,-186.712,458.785,1.715,-199.555,453.975,-27.367,-213.774,451.869,-42.021,-216.188,492.151,4.895,-199.909,483.16,-23.183,-221.935,479.583,-39.588,-227.686,513.6,-5.459,-185.135,505.095,-29.422,-211.393,493.98,-40.034,-221.887,527.896,-20.62,-174.25,521.027,-34.275,-194.336,513.264,-40.106,-202.354
